country name,province,confirmed,death
US,Colorado,1427,31
US,Colorado,164,0
US,Colorado,118905,1306
US,Colorado,330,6
US,Colorado,1586,30
US,Colorado,12551,80
US,Colorado,1779,2
US,Colorado,74402,460
US,Colorado,3524,40
US,Colorado,2056,9
US,Colorado,7222,106
US,Colorado,41586,528
US,Colorado,224,1
US,Colorado,2946,51
US,Colorado,6050,67
US,Colorado,9106,158
US,Colorado,5497,134
US,Colorado,4217,125
US,Colorado,842,6
US,Colorado,0,0
US,Colorado,2750,20
US,Colorado,864,18
US,Colorado,6240,6
US,Colorado,2587,48
US,Colorado,44523,771
US,Colorado,1650,13
US,Colorado,2746,46
US,Colorado,6279,24
US,Colorado,1154,12
US,Colorado,192,0
US,Colorado,2227,8
US,Colorado,476,9
US,Colorado,9591,14
US,Colorado,4731,55
US,Colorado,123,0
US,Colorado,1038,27
US,Colorado,80942,685
US,Colorado,1849,23
US,Connecticut,199692,2662
US,Connecticut,175186,3062
US,Connecticut,31324,450
US,Connecticut,27582,476
US,Connecticut,192804,2761
US,Connecticut,54008,634
US,Connecticut,20196,264
US,Connecticut,2828,6
US,Connecticut,25443,294
US,Delaware,49777,610
US,Delaware,145797,1338
US,Delaware,60945,804
US,Delaware,919,0
US,Diamond Princess,49,0
US,District of Columbia,134623,1319
US,Florida,67680,588
US,Florida,8647,132
US,Florida,46333,778
US,Florida,7462,138
US,Florida,133142,1973
US,Florida,599698,5546
US,Florida,4079,91
US,Florida,35555,709
US,Florida,29446,925
US,Florida,53429,770
US,Florida,84241,970
US,Florida,21153,346
US,Florida,9306,141
US,Florida,4018,53
US,Florida,252744,3154
US,Florida,81336,1242
US,Florida,22245,311
US,Florida,3107,50
US,Florida,13399,185
US,Florida,4501,75
US,Florida,1988,35
US,Florida,4289,70
US,Florida,3816,52
US,Florida,8631,118
US,Florida,11688,158
US,Florida,41834,1009
US,Florida,23986,632
US,Florida,373147,3383
US,Florida,5411,83
US,Florida,32286,627
US,Florida,14781,258
US,Florida,3944,44
US,Florida,2765,51
US,Florida,84706,1421
US,Florida,189844,2036
US,Florida,85491,606
US,Florida,10208,121
US,Florida,2495,27
US,Florida,5833,69
US,Florida,95522,1345
US,Florida,83081,2007
US,Florida,30332,588
US,Florida,1178827,10320
US,Florida,18279,115
US,Florida,22082,272
US,Florida,51370,656
US,Florida,10642,165
US,Florida,375092,2570
US,Florida,113325,1062
US,Florida,366129,4843
US,Florida,121544,1781
US,Florida,208909,3147
US,Florida,199330,2802
US,Florida,17521,405
US,Florida,48465,584
US,Florida,90235,1488
US,Florida,103020,1022
US,Florida,62653,518
US,Florida,73837,1137
US,Florida,21577,506
US,Florida,12934,276
US,Florida,6992,99
US,Florida,2962,2389
US,Florida,4300,111
US,Florida,116576,1786
US,Florida,9911,118
US,Florida,17337,204
US,Florida,6604,104
US,Georgia,4749,119
US,Georgia,2110,47
US,Georgia,3537,73
US,Georgia,534,14
US,Georgia,9466,225
US,Georgia,3861,84
US,Georgia,21819,247
US,Georgia,28786,433
US,Georgia,4289,118
US,Georgia,4905,79
US,Georgia,36715,750
US,Georgia,3306,93
US,Georgia,4109,103
US,Georgia,3402,82
US,Georgia,8943,86
US,Georgia,15372,251
US,Georgia,5254,104
US,Georgia,6442,149
US,Georgia,1343,22
US,Georgia,11044,113
US,Georgia,2073,92
US,Georgia,23603,430
US,Georgia,14223,155
US,Georgia,2971,62
US,Georgia,61659,833
US,Georgia,6827,21
US,Georgia,6532,128
US,Georgia,62693,593
US,Georgia,29506,217
US,Georgia,515,6
US,Georgia,63201,919
US,Georgia,2086,40
US,Georgia,169707,1709
US,Georgia,10882,267
US,Georgia,11012,231
US,Georgia,35485,367
US,Georgia,4868,70
US,Georgia,32766,466
US,Georgia,1768,52
US,Georgia,4638,133
US,Georgia,3152,28
US,Georgia,6834,98
US,Georgia,144703,1624
US,Georgia,7129,127
US,Georgia,5176,148
US,Georgia,2358,67
US,Georgia,19369,478
US,Georgia,34625,379
US,Georgia,2710,60
US,Georgia,928,11
US,Georgia,12903,187
US,Georgia,4526,107
US,Georgia,5857,154
US,Georgia,2328,63
US,Georgia,5084,144
US,Georgia,22076,303
US,Georgia,26958,501
US,Georgia,54410,367
US,Georgia,5329,94
US,Georgia,212711,2170
US,Georgia,6850,167
US,Georgia,605,25
US,Georgia,22895,394
US,Georgia,15792,255
US,Georgia,5700,108
US,Georgia,3889,80
US,Georgia,205584,1800
US,Georgia,9965,253
US,Georgia,53076,804
US,Georgia,1567,87
US,Georgia,5387,162
US,Georgia,6026,107
US,Georgia,4819,89
US,Georgia,2161,49
US,Georgia,57375,654
US,Georgia,39139,476
US,Georgia,1872,45
US,Georgia,21174,279
US,Georgia,3114,68
US,Georgia,3931,70
US,Georgia,3632,107
US,Georgia,1485,66
US,Georgia,2240,71
US,Georgia,5001,107
US,Georgia,4817,111
US,Georgia,2253,22
US,Georgia,13685,289
US,Georgia,7201,98
US,Georgia,12156,143
US,Georgia,1590,35
US,Georgia,2743,34
US,Georgia,30794,372
US,Georgia,7101,127
US,Georgia,2122,48
US,Georgia,6920,97
US,Georgia,1499,49
US,Georgia,5009,94
US,Georgia,2412,35
US,Georgia,4443,138
US,Georgia,1697,30
US,Georgia,5156,112
US,Georgia,5839,168
US,Georgia,2020,49
US,Georgia,4482,60
US,Georgia,11400,178
US,Georgia,37720,769
US,Georgia,24381,428
US,Georgia,8694,103
US,Georgia,3188,50
US,Georgia,78998,1385
US,Georgia,37729,418
US,Georgia,6106,124
US,Georgia,8250,159
US,Georgia,5644,125
US,Georgia,5393,88
US,Georgia,11753,187
US,Georgia,2142,72
US,Georgia,4450,101
US,Georgia,409,4
US,Georgia,3624,92
US,Georgia,1469,47
US,Georgia,49642,845
US,Georgia,18246,310
US,Georgia,1146,8
US,Georgia,2600,67
US,Georgia,2127,28
US,Georgia,15728,394
US,Georgia,6241,138
US,Georgia,2481,32
US,Georgia,6774,160
US,Georgia,1156,31
US,Georgia,264,3
US,Georgia,5099,130
US,Georgia,1963,52
US,Georgia,3040,81
US,Georgia,2027,60
US,Georgia,11627,204
US,Georgia,11476,212
US,Georgia,7008,193
US,Georgia,2365,104
US,Georgia,1623,59
US,Georgia,15365,369
US,Georgia,2534,55
US,Georgia,1527,68
US,Georgia,10417,20
US,Georgia,4821,149
US,Georgia,7690,227
US,Georgia,16366,227
US,Georgia,21824,417
US,Georgia,9905,271
US,Georgia,1053,29
US,Georgia,4347,132
US,Georgia,7691,202
US,Georgia,436,7
US,Georgia,1407,38
US,Georgia,6756,153
US,Georgia,33734,413
US,Georgia,1984,68
US,Georgia,2228,49
US,Georgia,2219,54
US,Georgia,4605,110
US,Grand Princess,103,3
US,Guam,46000,335
US,Hawaii,25982,182
US,Hawaii,164664,998
US,Hawaii,11532,29
US,Hawaii,29666,133
US,Hawaii,5828,12
US,Hawaii,0,0
US,Idaho,131644,995
US,Idaho,694,15
US,Idaho,20743,242
US,Idaho,907,15
US,Idaho,2011,40
US,Idaho,9733,150
US,Idaho,5696,30
US,Idaho,1062,13
US,Idaho,8535,176
US,Idaho,30800,282
US,Idaho,2034,57
US,Idaho,476,9
US,Idaho,149,2
US,Idaho,61209,674
US,Idaho,1476,24
US,Idaho,4892,52
US,Idaho,108,0
US,Idaho,2275,31
US,Idaho,524,8
US,Idaho,6945,69
US,Idaho,2331,29
US,Idaho,2148,26
US,Idaho,3628,79
US,Idaho,3154,55
US,Idaho,2923,51
US,Idaho,6030,62
US,Idaho,5724,64
US,Idaho,39626,581
US,Idaho,6665,48
US,Idaho,1250,25
US,Idaho,1126,28
US,Idaho,1057,15
US,Idaho,12649,49
US,Idaho,4031,62
US,Idaho,8876,143
US,Idaho,797,11
US,Idaho,2258,52
US,Idaho,5516,84
US,Idaho,1463,20
US,Idaho,2623,75
US,Idaho,2688,8
US,Idaho,22655,284
US,Idaho,0,0
US,Idaho,2542,16
US,Idaho,2360,56
US,Illinois,22222,202
US,Illinois,1272,15
US,Illinois,4299,29
US,Illinois,13715,115
US,Illinois,2393,15
US,Illinois,8300,127
US,Illinois,1516,5
US,Illinois,4225,47
US,Illinois,4586,35
US,Illinois,61692,286
US,Illinois,10105,110
US,Illinois,4817,52
US,Illinois,4731,67
US,Illinois,11844,113
US,Illinois,15163,167
US,Illinois,1115700,14142
US,Illinois,6163,44
US,Illinois,3336,37
US,Illinois,4299,37
US,Illinois,23083,192
US,Illinois,6433,54
US,Illinois,206604,1683
US,Illinois,5119,58
US,Illinois,1748,27
US,Illinois,10578,133
US,Illinois,7057,98
US,Illinois,4385,64
US,Illinois,12244,164
US,Illinois,9978,126
US,Illinois,1394,16
US,Illinois,3580,44
US,Illinois,12545,134
US,Illinois,2163,31
US,Illinois,4362,46
US,Illinois,1049,19
US,Illinois,1147,17
US,Illinois,12582,117
US,Illinois,7114,111
US,Illinois,15446,118
US,Illinois,2670,26
US,Illinois,11007,172
US,Illinois,6173,69
US,Illinois,3991,35
US,Illinois,4435,40
US,Illinois,124872,1106
US,Illinois,28653,359
US,Illinois,30600,156
US,Illinois,12480,209
US,Illinois,28689,377
US,Illinois,147728,1341
US,Illinois,5479,41
US,Illinois,8718,78
US,Illinois,10645,137
US,Illinois,9394,84
US,Illinois,30284,335
US,Illinois,12673,137
US,Illinois,69888,779
US,Illinois,11810,206
US,Illinois,2741,31
US,Illinois,3878,60
US,Illinois,3847,66
US,Illinois,7142,87
US,Illinois,75164,470
US,Illinois,49163,287
US,Illinois,3485,19
US,Illinois,3976,47
US,Illinois,9436,130
US,Illinois,9746,101
US,Illinois,9391,125
US,Illinois,4046,44
US,Illinois,13884,128
US,Illinois,5,0
US,Illinois,46120,508
US,Illinois,7404,97
US,Illinois,4361,23
US,Illinois,4999,65
US,Illinois,950,8
US,Illinois,1717,18
US,Illinois,1122,9
US,Illinois,10395,123
US,Illinois,5149,74
US,Illinois,32914,468
US,Illinois,7815,92
US,Illinois,54408,381
US,Illinois,1940,17
US,Illinois,1244,11
US,Illinois,6163,73
US,Illinois,63250,716
US,Illinois,1506,32
US,Illinois,11422,154
US,Illinois,36351,459
US,Illinois,98,2433
US,Illinois,5339,63
US,Illinois,27832,288
US,Illinois,3696,27
US,Illinois,3977,81
US,Illinois,3407,34
US,Illinois,5267,82
US,Illinois,4391,48
US,Illinois,15244,223
US,Illinois,160252,1503
US,Illinois,22437,244
US,Illinois,75954,799
US,Illinois,10289,111
US,Indiana,7247,111
US,Indiana,103386,1132
US,Indiana,21250,240
US,Indiana,2467,21
US,Indiana,3105,65
US,Indiana,15087,167
US,Indiana,2582,61
US,Indiana,4203,58
US,Indiana,11601,155
US,Indiana,30911,366
US,Indiana,6813,84
US,Indiana,9167,113
US,Indiana,2534,36
US,Indiana,7451,147
US,Indiana,11305,144
US,Indiana,13387,126
US,Indiana,6979,134
US,Indiana,24687,413
US,Indiana,12825,161
US,Indiana,53938,688
US,Indiana,6712,138
US,Indiana,18816,280
US,Indiana,5367,94
US,Indiana,4359,54
US,Indiana,4885,99
US,Indiana,11602,137
US,Indiana,17233,331
US,Indiana,7170,131
US,Indiana,81431,609
US,Indiana,20584,246
US,Indiana,10748,130
US,Indiana,40618,522
US,Indiana,12921,222
US,Indiana,25318,422
US,Indiana,11463,148
US,Indiana,12478,121
US,Indiana,8973,138
US,Indiana,4828,70
US,Indiana,9327,142
US,Indiana,6926,96
US,Indiana,42153,574
US,Indiana,10706,145
US,Indiana,19686,228
US,Indiana,5836,100
US,Indiana,25310,354
US,Indiana,105618,1713
US,Indiana,11804,251
US,Indiana,32534,607
US,Indiana,224077,2837
US,Indiana,12284,182
US,Indiana,2158,24
US,Indiana,9219,150
US,Indiana,27472,269
US,Indiana,10621,160
US,Indiana,16395,259
US,Indiana,2548,66
US,Indiana,13028,152
US,Indiana,1441,19
US,Indiana,5020,90
US,Indiana,5806,110
US,Indiana,3588,46
US,Indiana,4633,62
US,Indiana,3716,46
US,Indiana,37297,530
US,Indiana,6516,56
US,Indiana,3060,83
US,Indiana,9274,120
US,Indiana,5876,140
US,Indiana,8261,134
US,Indiana,4825,58
US,Indiana,7840,100
US,Indiana,13548,164
US,Indiana,5209,58
US,Indiana,70290,826
US,Indiana,4712,90
US,Indiana,9607,115
US,Indiana,5254,72
US,Indiana,2306,19
US,Indiana,49699,378
US,Indiana,3502,81
US,Indiana,0,900
US,Indiana,2015,20
US,Indiana,57082,599
US,Indiana,4056,74
US,Indiana,28777,397
US,Indiana,8690,150
US,Indiana,2074,28
US,Indiana,20201,229
US,Indiana,5975,78
US,Indiana,18788,323
US,Indiana,6483,127
US,Indiana,6816,90
US,Indiana,9627,80
US,Iowa,1581,50
US,Iowa,815,13
US,Iowa,2846,59
US,Iowa,2900,66
US,Iowa,1099,19
US,Iowa,5995,75
US,Iowa,32562,463
US,Iowa,5440,53
US,Iowa,5465,79
US,Iowa,4565,57
US,Iowa,6423,56
US,Iowa,3195,52
US,Iowa,2587,23
US,Iowa,4912,65
US,Iowa,2946,76
US,Iowa,4123,35
US,Iowa,11034,161
US,Iowa,2955,60
US,Iowa,2667,31
US,Iowa,2252,35
US,Iowa,4084,42
US,Iowa,3451,72
US,Iowa,11485,143
US,Iowa,4511,53
US,Iowa,22900,139
US,Iowa,1589,29
US,Iowa,1508,24
US,Iowa,3996,68
US,Iowa,9083,130
US,Iowa,4121,72
US,Iowa,25837,293
US,Iowa,2344,51
US,Iowa,4069,71
US,Iowa,3518,61
US,Iowa,2502,41
US,Iowa,1373,24
US,Iowa,1712,21
US,Iowa,2549,40
US,Iowa,2345,44
US,Iowa,3471,72
US,Iowa,2830,46
US,Iowa,4105,59
US,Iowa,3416,93
US,Iowa,5540,70
US,Iowa,2035,34
US,Iowa,2609,37
US,Iowa,1796,48
US,Iowa,3663,49
US,Iowa,4594,68
US,Iowa,8616,106
US,Iowa,3465,50
US,Iowa,33776,140
US,Iowa,5432,72
US,Iowa,2045,47
US,Iowa,3766,87
US,Iowa,7820,138
US,Iowa,51685,567
US,Iowa,2473,60
US,Iowa,1742,32
US,Iowa,2721,48
US,Iowa,3137,38
US,Iowa,4876,85
US,Iowa,7514,120
US,Iowa,9375,109
US,Iowa,3331,42
US,Iowa,2460,50
US,Iowa,1715,48
US,Iowa,1878,48
US,Iowa,2200,52
US,Iowa,9514,131
US,Iowa,3407,71
US,Iowa,1392,22
US,Iowa,3326,46
US,Iowa,2027,37
US,Iowa,6304,99
US,Iowa,1575,27
US,Iowa,124161,1066
US,Iowa,24138,309
US,Iowa,3558,60
US,Iowa,1127,33
US,Iowa,2392,32
US,Iowa,40894,377
US,Iowa,2705,50
US,Iowa,7975,85
US,Iowa,19671,84
US,Iowa,3840,88
US,Iowa,1317,21
US,Iowa,40,0
US,Iowa,2712,49
US,Iowa,1377,26
US,Iowa,8926,193
US,Iowa,12436,134
US,Iowa,5608,76
US,Iowa,1263,33
US,Iowa,10310,156
US,Iowa,2942,45
US,Iowa,3795,46
US,Iowa,28742,329
US,Iowa,1750,14
US,Iowa,3608,62
US,Kansas,3951,46
US,Kansas,2106,27
US,Kansas,4260,33
US,Kansas,1038,8
US,Kansas,6480,86
US,Kansas,4380,46
US,Kansas,2680,47
US,Kansas,18864,166
US,Kansas,673,7
US,Kansas,839,17
US,Kansas,6134,84
US,Kansas,660,14
US,Kansas,493,7
US,Kansas,1967,33
US,Kansas,2212,36
US,Kansas,2408,39
US,Kansas,441,15
US,Kansas,10074,147
US,Kansas,11844,124
US,Kansas,613,19
US,Kansas,4787,73
US,Kansas,2431,32
US,Kansas,25233,131
US,Kansas,560,13
US,Kansas,569,8
US,Kansas,7126,80
US,Kansas,2012,31
US,Kansas,11517,106
US,Kansas,10591,108
US,Kansas,6903,77
US,Kansas,9187,73
US,Kansas,785,23
US,Kansas,565,13
US,Kansas,2198,34
US,Kansas,1230,23
US,Kansas,333,3
US,Kansas,1780,22
US,Kansas,462,3
US,Kansas,1647,25
US,Kansas,9543,119
US,Kansas,961,11
US,Kansas,409,10
US,Kansas,3874,27
US,Kansas,4743,60
US,Kansas,785,13
US,Kansas,144548,1182
US,Kansas,1235,20
US,Kansas,1951,26
US,Kansas,668,7
US,Kansas,6600,72
US,Kansas,295,11
US,Kansas,19260,174
US,Kansas,621,10
US,Kansas,2812,26
US,Kansas,840,12
US,Kansas,9941,115
US,Kansas,3314,39
US,Kansas,2543,41
US,Kansas,7770,124
US,Kansas,1218,19
US,Kansas,7699,87
US,Kansas,1422,19
US,Kansas,9395,141
US,Kansas,1497,27
US,Kansas,622,11
US,Kansas,3230,60
US,Kansas,5127,62
US,Kansas,779,18
US,Kansas,2145,37
US,Kansas,3889,44
US,Kansas,791,16
US,Kansas,1193,16
US,Kansas,0,0
US,Kansas,2119,23
US,Kansas,1357,29
US,Kansas,5713,55
US,Kansas,1925,30
US,Kansas,677,9
US,Kansas,18478,219
US,Kansas,1345,14
US,Kansas,2601,22
US,Kansas,13400,79
US,Kansas,1364,20
US,Kansas,808,18
US,Kansas,1872,36
US,Kansas,14091,230
US,Kansas,1277,34
US,Kansas,144518,1255
US,Kansas,6918,59
US,Kansas,47962,567
US,Kansas,786,18
US,Kansas,1500,19
US,Kansas,644,8
US,Kansas,1134,26
US,Kansas,430,8
US,Kansas,1458,18
US,Kansas,5637,66
US,Kansas,2373,27
US,Kansas,750,9
US,Kansas,0,0
US,Kansas,1634,22
US,Kansas,436,5
US,Kansas,1394,20
US,Kansas,494,8
US,Kansas,2800,41
US,Kansas,794,12
US,Kansas,46677,462
US,Kentucky,5549,99
US,Kentucky,6530,94
US,Kentucky,6225,65
US,Kentucky,1257,27
US,Kentucky,12759,207
US,Kentucky,2916,38
US,Kentucky,8774,132
US,Kentucky,36286,268
US,Kentucky,5914,51
US,Kentucky,16052,165
US,Kentucky,8324,122
US,Kentucky,2099,24
US,Kentucky,3560,50
US,Kentucky,4986,72
US,Kentucky,20927,195
US,Kentucky,3837,49
US,Kentucky,4013,58
US,Kentucky,7908,85
US,Kentucky,22384,153
US,Kentucky,969,19
US,Kentucky,3437,42
US,Kentucky,8457,97
US,Kentucky,3955,66
US,Kentucky,16048,196
US,Kentucky,9932,53
US,Kentucky,7746,82
US,Kentucky,3393,43
US,Kentucky,2145,45
US,Kentucky,2153,28
US,Kentucky,30831,359
US,Kentucky,2528,38
US,Kentucky,2249,16
US,Kentucky,4063,42
US,Kentucky,93315,555
US,Kentucky,3648,48
US,Kentucky,12296,159
US,Kentucky,13192,135
US,Kentucky,1151,24
US,Kentucky,2162,45
US,Kentucky,4733,71
US,Kentucky,6756,52
US,Kentucky,11322,160
US,Kentucky,8034,122
US,Kentucky,3526,38
US,Kentucky,11883,126
US,Kentucky,2446,21
US,Kentucky,32241,403
US,Kentucky,9085,184
US,Kentucky,6111,62
US,Kentucky,5341,94
US,Kentucky,13688,147
US,Kentucky,4735,46
US,Kentucky,818,23
US,Kentucky,14692,244
US,Kentucky,4203,71
US,Kentucky,220855,2091
US,Kentucky,14976,130
US,Kentucky,5913,97
US,Kentucky,40963,370
US,Kentucky,4045,57
US,Kentucky,11378,125
US,Kentucky,3709,68
US,Kentucky,18393,203
US,Kentucky,4475,59
US,Kentucky,2891,46
US,Kentucky,3638,39
US,Kentucky,6761,96
US,Kentucky,4445,79
US,Kentucky,6209,121
US,Kentucky,2328,58
US,Kentucky,8285,113
US,Kentucky,2819,33
US,Kentucky,27461,251
US,Kentucky,3813,41
US,Kentucky,6342,75
US,Kentucky,8347,97
US,Kentucky,3229,45
US,Kentucky,4558,97
US,Kentucky,17817,229
US,Kentucky,5145,74
US,Kentucky,2598,46
US,Kentucky,5743,64
US,Kentucky,1509,30
US,Kentucky,7271,99
US,Kentucky,2829,59
US,Kentucky,3603,74
US,Kentucky,6690,87
US,Kentucky,4659,18
US,Kentucky,10071,118
US,Kentucky,14286,140
US,Kentucky,1878,30
US,Kentucky,7254,95
US,Kentucky,18035,127
US,Kentucky,2350,32
US,Kentucky,1550,23
US,Kentucky,3415,34
US,Kentucky,10553,149
US,Kentucky,18403,258
US,Kentucky,4693,38
US,Kentucky,15991,254
US,Kentucky,623,21
US,Kentucky,4998,55
US,Kentucky,6417,55
US,Kentucky,6180,81
US,Kentucky,15825,94
US,Kentucky,13118,147
US,Kentucky,5592,87
US,Kentucky,5261,50
US,Kentucky,8844,113
US,Kentucky,2904,42
US,Kentucky,3658,41
US,Kentucky,2137,38
US,Kentucky,2562,0
US,Kentucky,4298,55
US,Kentucky,42590,339
US,Kentucky,3851,56
US,Kentucky,5175,87
US,Kentucky,3877,47
US,Kentucky,13908,168
US,Kentucky,2398,18
US,Kentucky,6721,45
US,Louisiana,14994,287
US,Louisiana,7369,130
US,Louisiana,33065,287
US,Louisiana,5239,69
US,Louisiana,10762,201
US,Louisiana,8765,140
US,Louisiana,3701,110
US,Louisiana,35255,474
US,Louisiana,63237,1112
US,Louisiana,51652,693
US,Louisiana,3057,52
US,Louisiana,1144,8
US,Louisiana,2558,55
US,Louisiana,3099,73
US,Louisiana,4792,89
US,Louisiana,6928,134
US,Louisiana,105162,1317
US,Louisiana,2327,38
US,Louisiana,6684,167
US,Louisiana,7934,153
US,Louisiana,6757,174
US,Louisiana,5524,90
US,Louisiana,18100,258
US,Louisiana,8517,148
US,Louisiana,4075,72
US,Louisiana,108062,1314
US,Louisiana,6584,152
US,Louisiana,3972,53
US,Louisiana,59205,485
US,Louisiana,26160,363
US,Louisiana,11447,137
US,Louisiana,35113,457
US,Louisiana,3027,58
US,Louisiana,6490,132
US,Louisiana,9522,160
US,Louisiana,83137,1101
US,Louisiana,47218,720
US,Louisiana,0,0
US,Louisiana,6108,44
US,Louisiana,5864,89
US,Louisiana,30843,560
US,Louisiana,1985,52
US,Louisiana,6138,94
US,Louisiana,5978,109
US,Louisiana,10678,108
US,Louisiana,13141,142
US,Louisiana,1832,23
US,Louisiana,5454,75
US,Louisiana,10004,184
US,Louisiana,21025,404
US,Louisiana,12234,181
US,Louisiana,11907,258
US,Louisiana,68049,833
US,Louisiana,32858,587
US,Louisiana,938,11
US,Louisiana,29210,407
US,Louisiana,926,0
US,Louisiana,6382,129
US,Louisiana,14406,222
US,Louisiana,9453,187
US,Louisiana,12183,245
US,Louisiana,10456,175
US,Louisiana,6872,84
US,Louisiana,3337,61
US,Louisiana,2704,44
US,Louisiana,4137,61
US,Maine,22212,259
US,Maine,12215,145
US,Maine,47522,341
US,Maine,5581,56
US,Maine,7132,77
US,Maine,22275,223
US,Maine,5755,31
US,Maine,5053,31
US,Maine,0,0
US,Maine,10959,140
US,Maine,26775,314
US,Maine,2918,30
US,Maine,4914,28
US,Maine,9376,102
US,Maine,10,0
US,Maine,5889,55
US,Maine,4155,50
US,Maine,38728,254
US,Maryland,17041,350
US,Maryland,88516,1043
US,Maryland,130857,2432
US,Maryland,110708,1746
US,Maryland,11048,141
US,Maryland,6014,80
US,Maryland,21138,392
US,Maryland,15306,255
US,Maryland,27666,345
US,Maryland,7671,106
US,Maryland,45236,509
US,Maryland,5654,114
US,Maryland,37860,569
US,Maryland,43187,367
US,Maryland,3027,66
US,Maryland,165749,2005
US,Maryland,169199,2119
US,Maryland,7021,108
US,Maryland,5146,70
US,Maryland,18757,208
US,Maryland,5520,85
US,Maryland,0,59
US,Maryland,34901,574
US,Maryland,19515,321
US,Maryland,8596,154
US,Massachusetts,34532,679
US,Massachusetts,22711,408
US,Massachusetts,148570,2484
US,Massachusetts,6751,15
US,Massachusetts,202872,3157
US,Massachusetts,10331,170
US,Massachusetts,131638,2074
US,Massachusetts,27025,412
US,Massachusetts,319275,4718
US,Massachusetts,129303,2238
US,Massachusetts,114464,2000
US,Massachusetts,207389,2305
US,Massachusetts,134266,7
US,Massachusetts,189907,3041
US,Michigan,1717,70
US,Michigan,1703,13
US,Michigan,26927,336
US,Michigan,5563,133
US,Michigan,4274,61
US,Michigan,3189,64
US,Michigan,2025,53
US,Michigan,14217,164
US,Michigan,26911,569
US,Michigan,3396,65
US,Michigan,34461,534
US,Michigan,11240,177
US,Michigan,33815,563
US,Michigan,11053,138
US,Michigan,4879,59
US,Michigan,4568,101
US,Michigan,8401,98
US,Michigan,6709,154
US,Michigan,21004,202
US,Michigan,2541,30
US,Michigan,9897,155
US,Michigan,7361,107
US,Michigan,26525,389
US,Michigan,6331,83
US,Michigan,324,5
US,Michigan,100417,1686
US,Michigan,5552,110
US,Michigan,3242,68
US,Michigan,17012,221
US,Michigan,10675,178
US,Michigan,10277,197
US,Michigan,7714,89
US,Michigan,7991,145
US,Michigan,63339,744
US,Michigan,16388,173
US,Michigan,4776,136
US,Michigan,2637,86
US,Michigan,15461,199
US,Michigan,39120,538
US,Michigan,58541,658
US,Michigan,3497,59
US,Michigan,165398,1492
US,Michigan,504,13
US,Michigan,1832,36
US,Michigan,20161,409
US,Michigan,3543,51
US,Michigan,24301,313
US,Michigan,45471,439
US,Michigan,1418,10
US,Michigan,2369,29
US,Michigan,226006,3876
US,Michigan,3662,84
US,Michigan,14869,125
US,Michigan,6666,87
US,Michigan,8601,105
US,Michigan,5559,69
US,Michigan,38235,175
US,Michigan,18945,220
US,Michigan,2886,59
US,Michigan,37656,460
US,Michigan,14947,205
US,Michigan,1702,47
US,Michigan,39290,619
US,Michigan,11410,153
US,Michigan,283223,3744
US,Michigan,6278,89
US,Michigan,4294,103
US,Michigan,970,37
US,Michigan,4960,78
US,Michigan,1426,54
US,Michigan,5576,96
US,Michigan,74230,776
US,Michigan,5667,39
US,Michigan,2056,56
US,Michigan,4586,111
US,Michigan,49020,921
US,Michigan,8640,185
US,Michigan,1746,16
US,Michigan,17685,226
US,Michigan,40182,811
US,Michigan,13610,204
US,Michigan,13161,273
US,Michigan,19,0
US,Michigan,16897,262
US,Michigan,73420,504
US,Michigan,394107,7760
US,Michigan,6999,104
US,Minnesota,2926,60
US,Minnesota,97693,784
US,Minnesota,8666,89
US,Minnesota,11450,124
US,Minnesota,13815,172
US,Minnesota,1368,8
US,Minnesota,17552,97
US,Minnesota,6486,77
US,Minnesota,8802,95
US,Minnesota,26353,113
US,Minnesota,6811,79
US,Minnesota,3057,47
US,Minnesota,14415,118
US,Minnesota,19552,121
US,Minnesota,2126,30
US,Minnesota,545,4
US,Minnesota,3191,41
US,Minnesota,15797,165
US,Minnesota,108676,759
US,Minnesota,5613,21
US,Minnesota,10793,115
US,Minnesota,3724,50
US,Minnesota,4690,24
US,Minnesota,8946,72
US,Minnesota,12874,126
US,Minnesota,1450,12
US,Minnesota,294961,2526
US,Minnesota,4468,18
US,Minnesota,4884,58
US,Minnesota,10027,116
US,Minnesota,10935,142
US,Minnesota,2131,17
US,Minnesota,3461,54
US,Minnesota,13244,135
US,Minnesota,1022,27
US,Minnesota,2676,35
US,Minnesota,1727,28
US,Minnesota,2032,28
US,Minnesota,755,6
US,Minnesota,6410,49
US,Minnesota,1205,6
US,Minnesota,7022,72
US,Minnesota,1706,17
US,Minnesota,2047,23
US,Minnesota,5538,61
US,Minnesota,10429,107
US,Minnesota,5818,74
US,Minnesota,7155,110
US,Minnesota,9014,102
US,Minnesota,11759,70
US,Minnesota,2016,15
US,Minnesota,7882,66
US,Minnesota,6905,59
US,Minnesota,1475,13
US,Minnesota,40045,171
US,Minnesota,13383,162
US,Minnesota,3504,41
US,Minnesota,6945,66
US,Minnesota,1979,34
US,Minnesota,8527,102
US,Minnesota,2969,17
US,Minnesota,122613,1313
US,Minnesota,927,13
US,Minnesota,3858,53
US,Minnesota,3640,56
US,Minnesota,17604,171
US,Minnesota,2314,33
US,Minnesota,4387,44
US,Minnesota,39763,250
US,Minnesota,27105,177
US,Minnesota,3457,23
US,Minnesota,46158,522
US,Minnesota,50209,361
US,Minnesota,10239,58
US,Minnesota,2604,13
US,Minnesota,2271,33
US,Minnesota,6662,56
